70,200,20,200,99.27,255.612
70,200,60,200,99.53,322.78
70,350,10,200,98.69,339.67
70,450,60,200,94.42,242.1
70,500,30,200,96.6,249.53
70,550,0,200,88.33,339.17
70,550,90,200,88.35,463.27
70,650,10,200,89.76,323.53
70,650,40,200,88.41,394.9
70,650,80,200,88.99,377.15
85,200,70,200,99.7,175.0
85,350,10,200,99.09,188.75
85,350,80,200,99.25,405.76
85,500,20,200,99.09,314.3
85,500,80,200,93.72,394.3
85,600,20,200,92.18,413.27
85,600,50,200,91.05,269.1
85,600,90,200,90.88,427.14
85,650,30,200,93.75,277.18
100,200,30,200,99.13,152.63
100,200,60,200,99.19,227.63
100,300,0,200,98.75,251.9
100,400,30,200,98.05,195.69
100,400,80,200,99.46,354.46
100,500,40,200,98.56,314.24
100,500,90,200,97.78,391.45
100,600,20,200,96.8,287.76
100,600,50,200,90.71,437.04
100,600,80,200,93.77,375.07
115,250,0,200,98.88,123.55
115,250,50,200,98.49,185.51
115,400,20,200,99.34,264.2
115,400,70,200,99.29,267.97
115,500,0,200,98.99,175.82
115,500,40,200,99.01,285.31
115,500,90,200,98.83,469.31
115,600,10,200,99.12,316.13
115,600,40,200,98.5,249.96
115,650,80,200,97.98,388.26
130,200,0,200,89.67,94.23
130,200,50,200,90.24,244.02
130,300,20,200,96.51,213.34
130,300,70,200,96.57,277.31
130,450,10,200,98.5,175.21
130,450,40,200,99.16,165.69
130,450,70,200,99.6,217.39
130,600,0,200,99.69,227.59
130,600,30,200,99.69,272.78
130,600,70,200,99.74,281.54
70,200,0,400,99.84,216.19
70,200,70,400,99.64,407.11
70,300,10,400,99.17,345.06
70,300,40,400,98.74,504.69
70,300,90,400,98.64,501.97
70,450,20,400,91.36,490.39
70,450,80,400,91.86,563.8
70,600,0,400,95.41,445.85
70,600,50,400,89.42,518.34
70,650,80,400,88.31,590.3
85,200,0,400,99.85,232.29
85,200,40,400,99.59,268.02
85,200,90,400,99.39,472.66
85,400,10,400,99.78,390.4
85,500,0,400,99.73,324.99
85,500,30,400,98.29,424.81
85,500,80,400,95.88,518.22
85,600,10,400,96.55,410.63
85,600,50,400,98.43,488.92
100,200,0,400,99.76,265.44
100,200,60,400,99.25,340.37
100,350,20,400,99.12,327.04
100,400,80,400,98.82,335.24
100,450,10,400,99.67,353.4
100,450,90,400,99.52,512.61
100,500,0,400,99.23,328.81
100,500,50,400,99.01,450.96
100,600,10,400,99.75,393.45
100,600,80,400,99.02,504.73
115,200,0,400,97.9,175.58
115,200,70,400,96.84,321.13
115,300,30,400,98.81,195.71
115,300,90,400,98.88,332.05
115,450,0,400,99.79,360.35
115,450,40,400,99.62,366.75
115,500,20,400,99.74,287.19
115,500,90,400,99.73,443.97
115,600,0,400,99.92,327.53
115,600,80,400,99.86,540.59
130,200,0,400,91.52,197.37
130,200,50,400,90.19,278.89
130,300,80,400,95.36,475.91
130,350,40,400,98.24,236.79
130,400,10,400,99.39,296.0
130,400,60,400,98.69,308.12
130,500,90,400,98.65,376.26
130,550,20,400,99.02,311.0
130,600,10,400,99.4,322.44
130,650,80,400,99.17,533.28
70,200,0,600,99.4,394.73
70,200,40,600,99.25,596.4
70,200,90,600,99.12,679.1
70,300,10,600,98.75,594.59
70,300,50,600,99.55,622.06
70,450,0,600,93.38,631.11
70,450,60,600,91.47,688.75
70,550,20,600,88.42,617.95
70,550,80,600,82.39,763.41
70,600,50,600,89.06,713.91
85,200,10,600,99.54,412.191
85,200,60,600,99.31,623.81
85,350,20,600,98.97,602.36
85,350,60,600,98.73,631.61
85,450,30,600,99.3,647.65
85,450,80,600,98.85,729.64
85,550,20,600,96.78,628.66
85,550,90,600,97.0,774.4
85,650,0,600,95.98,585.16
85,650,70,600,89.9,721.81
100,450,50,400,99.77,403.51
100,450,50,300,99.61,307.65
100,450,50,200,99.33,241.67
100,450,50,180,99.68,241.33
100,450,50,160,99.94,76.46
100,450,50,140,99.54,196.08
100,450,50,120,99.49,148.45
100,450,50,100,99.69,195.83
100,450,50,60,99.78,102.76
115,200,0,600,96.37,327.04
115,200,50,600,96.29,480.81
115,300,80,600,98.65,624.4
115,350,40,600,98.91,529.0
115,350,90,600,99.32,668.55
115,450,10,600,99.31,524.79
115,500,70,600,99.7,652.94
115,550,0,600,99.56,557.36
115,600,40,600,99.4,669.36
115,600,80,600,99.54,746.24
130,200,0,600,88.27,278.97
130,200,60,600,89.8,487.08
130,250,40,600,92.69,603.87
130,300,20,600,94.37,494.24
130,300,70,600,93.87,565.1
130,350,10,600,98.42,537.35
130,350,50,600,98.93,556.28
130,400,30,600,98.79,528.9
130,500,90,600,99.52,705.0
130,600,40,600,99.86,673.1
